Frame,LFSW,RFSW,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EM10
928,5.1163,5.1163,0.537,0.9422,0.8348,1.9723,-0.6786,-0.1025,0.205,0.6786,0.4003,0.4394
929,5.1163,5.1163,0.7323,2.0358,1.3084,1.4939,-0.4296,-0.0146,0.2783,0.8153,0.6151,1.0008
930,5.1163,5.1163,0.7518,2.0016,2.2506,0.8055,-0.4931,-0.1611,0.454,0.5614,0.5956,1.6794
931,5.1163,5.1163,0.166,2.6558,1.9821,-0.4491,-0.7665,-0.1709,0.5321,0.2539,0.4687,2.1481
932,5.1163,5.1163,-0.1758,2.4117,1.3474,-0.5321,-0.8885,0.0098,0.3369,0.2441,0.3417,2.07
933,5.1163,5.1163,-0.2685,1.8698,1.3084,-1.2351,-0.6347,0.166,0.2295,0.1904,0.1172,1.2547
934,5.1163,5.1163,0.2295,0.786,1.8356,-2.6607,-0.0488,0.1562,0.3027,0.0098,0.0586,0.9129
935,5.1163,5.1163,0.3613,0.5321,1.5525,-2.3287,0.4882,0.2783,0.3954,-0.1806,0.0683,0.6395
936,5.1163,5.1163,-0.2197,-0.2734,1.367,-2.275,-0.1172,0.4052,0.4687,-0.62,-0.083,0.7469
937,5.1163,5.1163,-0.7274,-1.1668,0.6395,-1.7478,-0.4003,0.3661,0.3271,-0.6835,-0.2246,1.3963
938,5.1163,5.1163,-0.952,-1.3621,-0.9227,-0.6347,-0.1074,0.1465,0.2392,-0.4394,-0.3613,1.489
939,5.1163,5.1163,-0.5321,-1.2059,-1.8796,-0.2343,-0.0391,0.1416,0.2148,-0.4882,-0.1904,0.3466
940,5.1163,5.1163,-0.2197,0.4589,-1.9674,-0.1562,-0.166,0.0635,0.0879,-0.1513,0.1953,-2.2115
941,5.1163,5.1163,-0.5321,1.2596,-2.5728,0.0098,-0.1465,-0.1513,0.0195,-0.1465,0.3808,-2.8413
942,5.1163,5.1163,-0.4052,-0.8592,-3.105,-2.1481,-0.3613,-0.1806,0.1269,-0.6005,0.1953,-1.8356
943,5.1163,5.1163,-0.2441,-2.2897,-1.3377,-1.2596,-0.0342,-0.083,0.0488,-0.4052,-0.1172,-2.2555
944,5.1163,5.1163,0.0488,-3.5199,0.454,0.7372,0.7079,0.0342,-0.0488,0.0732,-0.4443,-3.0854
945,5.1163,5.1163,0.2392,-3.7445,0.4296,1.6355,1.0106,-0.1172,-0.1513,0.2636,-0.8055,-2.1432
946,5.1163,5.1163,0.2685,-3.5004,-0.6688,1.6843,0.8006,-0.1611,-0.2099,-0.3124,-0.9373,0.2734
947,5.1163,5.1163,0.5028,-2.8901,-2.1969,1.572,0.8251,-0.1172,-0.2587,-0.4394,-0.3369,2.4019
948,5.1163,5.1163,0.5761,0.1416,-1.7429,1.2351,0.2002,-0.1172,-0.3076,-0.1367,0.166,3.0366
949,5.1163,5.1163,0.4296,2.8901,0.7714,0.8836,-0.2343,-0.0146,-0.2636,0.2685,0.3613,2.3043
950,5.1163,5.1163,0.7909,2.773,1.8063,0.7567,-0.1562,0.0098,-0.2929,0.8739,0.5028,1.4939
951,5.1163,5.1163,0.3173,3.7835,1.6501,0.5224,-0.1611,-0.0879,-0.3515,0.8153,0.4882,1.3523
952,5.1163,5.1163,-0.205,4.4182,2.0846,0.2539,-0.2099,-0.0635,-0.3515,0.581,0.4101,1.0399
953,5.1163,5.1163,-0.2978,4.0032,2.3043,0.1465,-0.1855,-0.0879,-0.3369,0.2685,0.2441,0.3661
954,5.1163,5.1163,-0.3515,2.5875,1.2547,0.0537,-0.1806,-0.0098,-0.2392,-0.122,0.1172,-0.498
955,5.1163,5.1163,-0.2783,1.367,0.6249,-0.0391,-0.1416,0.1172,-0.2148,-0.2636,0.0488,-0.7616
956,5.1163,5.1163,-0.1611,0.6981,0.122,-0.1367,-0.083,0.1758,-0.1172,-0.2685,-0.0391,-0.8641
957,5.1163,5.1163,-0.2587,-0.1123,0.0683,-0.2246,-0.1318,0.2539,-0.0293,-0.2343,-0.0635,-1.0301
958,5.1163,5.1163,-0.1465,-0.952,-0.0049,-0.205,-0.1318,0.2392,0.0195,-0.1904,-0.1025,-1.4744
959,5.1163,5.1163,0.1318,-1.655,-0.9129,-0.0879,-0.0244,0.1709,0.1269,-0.1758,-0.1269,-1.6696
960,5.1163,5.1163,0.0781,-1.5964,-1.6648,-0.0537,0.1758,0.1074,0.1269,-0.1513,-0.1025,-1.6404
961,5.1163,5.1163,-0.0146,-1.4988,-1.7624,-0.0146,0.415,-0.0732,0.1123,-0.0732,-0.0781,-1.1668
962,5.1163,5.1163,0.0146,-1.9528,-1.3572,-0.0488,0.3222,-0.1465,0.1611,-0.0439,-0.0537,-0.62
963,5.1163,5.1163,-0.0146,-2.3482,-1.2059,-0.1318,0.0732,-0.0391,0.2099,0.0098,-0.1172,-0.0683
964,5.1163,5.1163,-0.0683,-2.8609,-1.2791,-0.1025,0.0098,0.0635,0.2636,0.0195,-0.122,0.4882
965,5.1163,5.1163,0,-3.0903,-0.2246,-0.1318,-0.1513,0.0342,0.2197,0.1172,-0.0049,0.8251
966,5.1163,5.1163,0.0928,-1.9919,0.1025,-0.1269,0.0049,-0.1074,0.1904,0.2392,0.0635,0.6981
967,5.1163,5.1163,-0.0391,-1.24,-0.1611,-0.122,-0.0049,-0.1758,0.1709,0.1611,0.166,1.2059
968,5.1163,5.1163,-0.0195,-0.6884,-0.2441,-0.1367,-0.1367,-0.0195,0.1953,0,-0.0879,-0.5712
969,5.1163,5.1163,0.1758,0.6298,0.3759,-0.0683,-0.1465,0.0244,0.249,-0.1025,-0.371,-2.441
970,5.1163,5.1163,0.1953,1.1229,0.1367,-0.1123,-0.2197,0.0195,0.1904,-0.0049,-0.3369,-1.5769
971,5.1163,5.1163,0.0293,1.035,0.0635,-0.1904,-0.2832,-0.0342,-0.2685,0.0635,-0.0537,0.6835
972,5.1163,5.1163,-0.0488,0.6884,-0.2002,-0.083,-0.0928,-0.1269,-0.498,0.1709,0.1904,2.2897
973,5.1163,5.1163,-0.1172,0.7469,-0.0342,-0.0342,0.0781,-0.1367,-0.3759,0.4052,0.3417,2.07
974,5.1163,5.1163,-0.1025,0.8055,0.9373,-0.0781,0.0537,-0.1123,-0.0683,0.5419,0.3857,1.5476
975,5.1163,5.1163,0.0537,0.7958,1.0643,-0.1416,0.0098,-0.0635,0.62,0.454,0.3857,1.3914
976,5.1163,5.1163,0.0781,1.0301,1.2644,0,-0.1465,-0.0732,1.1473,0.122,0.2978,1.1668
977,5.1163,5.1163,0.0342,1.3181,1.9528,-0.0439,-0.2197,-0.0391,0.8592,-0.4199,0.166,0.7567
978,5.1163,5.1163,0.0293,1.4646,1.3425,-0.0635,0,0.0439,-0.083,-0.5858,0.0635,0.4491
979,5.1163,5.1163,0.1513,1.0789,0.9373,0.2441,-0.0195,0.0391,-0.537,-0.3222,0.0683,0.0635
980,5.1163,5.1163,0.2099,0.6835,0.6542,-0.5761,-0.1318,0.0537,-0.6444,-0.1611,0.0049,0.166
981,5.1163,5.1163,0.0391,0.7909,0.2099,-0.3857,0.0146,0.083,-0.6932,-0.0879,-0.1025,0.6688
982,5.1163,5.1163,-0.0683,0.5419,-0.0586,0.9471,0.0732,0.0732,-0.5858,-0.0098,-0.0928,0.5956
983,5.1163,5.1163,-0.2148,0.415,-0.2636,1.3865,0.1025,0.0683,-0.4687,0.0098,-0.0293,0.3173
984,5.1163,5.1163,-0.3076,0.5126,-0.3564,0.1709,-0.0683,-0.0098,-0.3173,-0.0391,-0.0488,-0.0781
985,5.1163,5.1163,-0.166,-0.083,-0.5175,-1.7575,-0.3027,0.0244,-0.0439,-0.0928,0.0732,-0.5907
986,5.1163,5.1163,-0.1074,-0.4003,-0.454,-1.9089,-0.0098,0.0635,0.0928,-0.0293,0.1611,-1.3474
987,5.1163,5.1163,0.2197,-0.3857,0.3173,-2.8657,0.4101,0.0342,0.0781,-0.0586,-0.1758,-1.9284
988,5.1163,5.1163,0.3369,-0.3369,0.2636,-2.646,0.6151,0.0342,0.0683,0.0293,-0.205,-1.0008
989,5.1163,5.1163,0.0586,-0.3222,-0.5126,0.7079,0.3759,0.0586,0.0635,0.0586,-0.1465,-0.4491
990,5.1163,5.1163,-0.0488,-0.2587,-0.9081,2.9146,0.0586,0.0683,0.0439,-0.0293,-0.1513,-0.3369
991,5.1163,5.1163,-0.0488,-0.3124,-1.0447,2.8804,0.1367,0.0098,0.0537,-0.0391,0.0146,-0.0195
992,5.1163,5.1163,-0.1123,-0.2246,-1.2351,2.0895,0.2197,-0.0098,0.1562,-0.0146,0.2246,-0.205
993,5.1163,5.1163,-0.0732,-0.1904,-1.2791,1.6111,0.0488,0.0391,0.2343,0.0391,0.3271,-0.498
994,5.1163,5.1163,-0.1806,-0.083,-0.3222,1.1131,-0.2246,0.0195,0.1513,0.0391,0.2587,-0.205
995,5.1163,5.1163,-0.0488,-0.2685,0.7128,0.6688,-0.2392,-0.0342,0.0928,0.0488,0.1465,-0.288
996,5.1163,5.1163,0.0244,-0.6591,0.3954,0.2441,-0.2636,-0.0342,0.0781,0.0146,-0.0781,-1.118
997,5.1163,5.1163,-0.0293,-0.9325,-0.4003,-0.1123,-0.166,-0.0098,0.0586,-0.1074,-0.4736,-1.5525
998,5.1163,5.1163,-0.1318,-0.9764,-0.3759,-0.3564,-0.0293,0.0488,0.1367,-0.1367,-0.6981,-1.4158
999,5.1163,5.1163,-0.1318,-0.869,-0.8739,-0.5517,0.0537,0.0195,0.1758,-0.0635,-0.6884,-1.0057
1000,5.1163,5.1163,0.0049,-0.6786,-0.7323,-0.6395,-0.0488,-0.0928,0.2392,-0.0146,-0.3808,-0.3369
1001,5.1163,5.1163,0.1611,-0.537,-0.6932,-0.7421,-0.1416,-0.083,0.2246,0.0683,-0.0586,0.4736
1002,5.1163,5.1163,0.205,0.1367,0.0342,-0.7225,-0.0244,-0.0928,-0.0879,0.083,0.2685,1.7282
1003,5.1163,5.1163,0.122,0.3466,0.4736,-0.6591,-0.0781,-0.1318,-0.3661,-0.0146,0.4638,2.236
1004,5.1163,5.1163,-0.0391,0.1465,0.7225,-0.6835,0.0635,-0.0732,-0.2002,0.0683,0.4687,2.0309
1005,5.1163,5.1163,-0.1074,-0.2441,0.4736,-0.6493,0.0488,0.0146,0.0683,0.1562,0.3466,1.86
1006,5.1163,5.1163,0.0049,-0.4882,0.1904,-0.5565,-0.0049,0.0635,0.0488,0.0488,0.2099,1.201
1007,5.1163,5.1163,-0.0391,-0.4833,0.8495,-0.4052,0.2441,0.0244,0.0488,0.0293,0.166,0.1513
1008,5.1163,5.1163,0.0342,-0.0146,0.9471,-0.1855,0.0195,-0.0342,0.2002,0.1709,0.1709,-0.2636
1009,0,5.1163,0.1953,0.3027,0.7469,-0.1123,-0.2002,-0.0488,0.0781,0.0928,0.1709,-0.2002
1010,0,5.1163,0.0683,0.4589,0.7909,0.0586,-0.1709,-0.0049,-0.122,-0.1611,0.0928,-0.0635
1011,0,5.1163,0.0683,0.6102,0.3124,0.1758,-0.1025,0.0488,-0.2636,-0.4736,0.122,0.2783
1012,0,5.1163,0.0049,0.8055,-0.2343,0.1416,-0.0342,0.0537,-0.3613,-0.2197,0.0635,0.7567
1013,0,5.1163,0.0293,0.703,-0.0635,-0.3564,-0.0195,0.0342,-0.332,0.4003,0.0098,0.5907
1014,0,5.1163,-0.0146,0.4882,-0.2392,-0.0195,-0.1074,0.0683,-0.2539,0.4736,-0.0537,-0.3076
1015,0,5.1163,-0.2343,0.2587,-0.5614,0.5956,0.0781,0.0439,-0.1709,-0.0976,-0.2148,-1.1814
1016,0,5.1163,-0.1172,-0.0391,-0.8104,0.1611,0.3564,0.0537,-0.0732,-0.2636,-0.1562,-1.5329
1017,0,5.1163,0.0781,-0.1513,-0.8788,0.2197,0.6005,0.0635,-0.0439,0.3954,-0.0879,-1.4255
1018,0,5.1163,-0.1953,0.0928,-0.2929,0.5858,0.6005,-0.0732,0.0342,0.581,0.0098,-0.8202
1019,0,5.1163,-0.2734,0.1123,-0.4052,0.4199,-0.083,-0.0683,0.0683,0.4199,0.0879,-0.1904
1020,0,5.1163,-0.0537,-0.0049,-0.581,0.371,-0.3173,-0.0439,0.0635,0.1758,0.0293,-0.0683
1021,0,5.1163,0.3808,-0.166,0.2636,0.4052,-0.3271,-0.0146,0.0244,-0.3173,-0.0635,-0.1465
1022,0,5.1163,0.4638,-0.0879,0.5517,0.2685,-0.3076,0.0293,-0.0439,-0.498,-0.1465,-0.1269
1023,0,5.1163,0.2587,0.1123,0.9422,0.1513,-0.2685,-0.0146,0.0293,-0.537,-0.0683,-0.0146
1024,0,5.1163,0.1611,0.0928,1.0399,0.0928,-0.1123,0.0049,0.1562,-0.415,0.1513,0.0146
1025,0,5.1163,-0.0537,0.3271,0.9959,0.0391,0.166,0.0049,0.2099,0.0439,0.1953,-0.2636
1026,0,5.1163,-0.122,0.2734,0.6054,-0.0244,-0.0098,0.0488,0.4491,-0.0342,0.0879,-0.2295
1027,0,5.1163,-0.0391,-0.1611,0.1367,-0.0928,-0.122,0.1123,0.4247,-1.2693,-0.0928,0.0732
1028,0,5.1163,-0.0098,-0.3515,-0.1611,-0.1123,-0.0293,0.0635,0.0928,-1.9479,-0.2587,0.2978
1029,0,5.1163,-0.0732,-0.3613,-0.288,-0.1123,-0.0439,0.0049,0.0928,0.6591,-0.1855,0.8446
1030,0,5.1163,-0.1562,-0.3369,-0.3173,-0.1611,-0.1172,-0.0391,0.1172,2.9487,-0.0342,1.3914
1031,0,5.1163,-0.1123,-0.1465,-0.3515,-0.1367,-0.0635,-0.0781,-0.0439,1.7673,0.083,1.6941
1032,0,5.1163,-0.1367,0.1416,-0.3417,-0.1269,-0.0049,-0.0586,-0.1709,0.1953,0.1513,1.5183
1033,0,5.1163,-0.166,0.2539,-0.3124,-0.1318,0.0635,-0.0439,-0.1611,-0.9666,0.1074,1.1863
1034,0,5.1163,-0.0928,0.2099,-0.2832,-0.1123,0.1269,-0.0439,-0.1318,-1.6062,0.122,0.7909
1035,0,5.1163,-0.0976,0.0976,-0.3076,-0.1758,0.1562,-0.0635,-0.1709,-0.1416,0.2099,0.2343
1036,0,5.1163,-0.1074,0,-0.3124,-0.205,0.1465,-0.0586,-0.0635,1.4744,0.2392,-0.288
1037,0,5.1163,-0.0293,-0.0928,-0.1465,-0.2197,0.0195,-0.0293,-0.0146,1.86,0.2246,-0.6151
1038,0,5.1163,0.0244,-0.1562,0.0146,-0.0195,0.083,-0.0439,-0.1123,-0.1611,0.0195,-0.7665
1039,0,5.1163,0.0049,-0.2002,-0.2685,0.4101,0.1318,-0.0244,-0.1074,-1.0203,-0.1074,-0.8348
1040,0,5.1163,-0.0439,-0.1123,-0.4296,0.3906,0.2783,0.0049,-0.0537,-1.201,-0.1513,-1.0106
1041,0,5.1163,-0.1172,-0.166,-0.4687,0.0586,0.1806,-0.0391,0.0049,0.0293,-0.0976,-1.0252
1042,0,5.1163,-0.0391,-0.4638,-0.3271,-0.6884,-0.205,0,0.0537,0.1758,-0.1318,-0.9569
1043,0,5.1163,-0.0195,-0.498,-0.5028,-0.5712,-0.2441,0.083,0.0879,-1.1619,-0.166,-0.9666
1044,0,5.1163,0.0439,-0.4491,-0.5077,-0.3076,-0.2295,0.1025,0.0879,-1.0838,-0.1416,-0.8202
1045,0,5.1163,0.205,-0.415,0.2539,0.1855,0.0683,0.083,-0.0098,-0.5224,-0.1269,-0.6786
1046,0,5.1163,0.2587,0.0244,0.5858,0.2978,0.3564,0.0439,-0.0488,-0.2734,-0.0439,-0.4296
1047,0,5.1163,0.2343,0.1074,0.7079,0.2441,0.2636,0.0195,-0.0781,-0.0098,0,-0.166
1048,0,5.1163,0.1953,0.0244,0.4052,0.1904,0.0928,0.0342,-0.1123,0.0537,-0.0635,-0.0342
1049,0,5.1163,0.1513,0.0635,0.205,0.1172,-0.1318,0.0342,-0.0488,-0.2441,-0.083,0.083
1050,0,5.1163,0.1025,0.1855,0.2734,0.0683,-0.2246,0.0342,0.0049,0.1562,0.0098,0.205
1051,0,5.1163,-0.0781,0.5175,0.4101,0.0879,-0.1611,-0.0098,0.0586,0.6786,0.0488,0.3417
1052,0,5.1163,-0.0781,0.5028,0.4101,0.0781,-0.1562,0,0.0586,0.4345,0.0342,0.4052
1053,0,5.1163,-0.0928,0.4003,0.3271,0,-0.2685,-0.0049,0.0342,1.1668,0.1025,0.4687
1054,0,5.1163,-0.0928,0.1172,0,-0.0244,-0.205,-0.0391,-0.0293,2.7388,0.1611,0.4784
1055,0,5.1163,-0.0098,-0.0537,0.1465,0.0146,-0.0635,0.0098,-0.0488,1.3767,0.1465,0.4491
1056,0,5.1163,0.0732,-0.0146,0.1758,0.0293,-0.0049,0.0195,0.0781,-0.6884,0.0879,0.4443
1057,0,5.1163,0.0439,0.0098,-0.3954,0.0195,-0.0488,0.0195,0.0488,-0.7225,0.083,0.4003
1058,0,5.1163,-0.0928,-0.0439,-0.4003,-0.0293,0.0244,0.0049,-0.1416,-0.4443,0.0879,0.3076
1059,0,5.1163,-0.1025,-0.1562,-0.3808,-0.0391,0.0732,-0.0195,-0.0928,-0.4101,0.1025,0.3124
1060,0,5.1163,-0.0732,-0.1172,-0.2295,-0.0049,0.2392,-0.0146,-0.0879,-0.7421,0.083,0.4345
1061,0,5.1163,-0.1709,0.1318,0.3173,-0.0049,0.1611,-0.0586,-0.1123,-0.0439,0.0683,0.4784
1062,0,5.1163,-0.0586,0.083,0.4003,-0.2246,0.0488,-0.0439,0.0879,0.5858,0.0732,0.5858
1063,0,5.1163,0.0439,-0.0293,0.6932,-0.0146,-0.0391,-0.0146,0.2539,0.0586,0.0244,0.6347
1064,0,5.1163,0.083,0.0488,0.537,0.6981,-0.0098,-0.0049,0.1318,-0.3173,-0.0244,0.0586
1065,0,5.1163,0.166,0.0146,-0.2148,0.4589,0.0391,0.0586,0.0781,-0.4882,0.0244,-0.4882
1066,0,5.1163,0.0342,-0.0049,-0.537,1.5378,-0.0537,-0.0146,0.0098,-0.4638,0.1465,-0.4443
1067,0,5.1163,-0.0146,-0.1172,-0.6884,-0.4394,-0.1465,-0.083,0.1074,-0.5761,0.1416,-0.205
1068,0,5.1163,0.1123,-0.415,-0.332,-4.1497,-0.0195,0.0049,0.0976,-0.5761,-0.0635,-0.1074
1069,0,5.1163,-0.0683,-0.4296,-0.4052,0.1806,0.0439,-0.0195,-0.1025,-0.166,-0.0098,0.0537
1070,0,5.1163,-0.1123,-0.2295,-0.5712,0.3954,0.1611,-0.0635,-0.0976,0.0098,0.0098,-0.0586
1071,0,5.1163,-0.0732,-0.0683,-0.3124,-2.2506,0.2197,-0.0488,-0.1318,0.0244,-0.0537,-0.1709
1072,0,5.1163,-0.2832,-0.0683,-0.5517,0.7567,0.2734,-0.0146,-0.1904,0.0976,0.083,0.0293
1073,0,5.1163,-0.2197,0.0049,-0.4443,1.0447,0.2148,0.0439,-0.1855,0.1269,0.0293,0.1367
1074,0,5.1163,0.0049,0.2392,-0.1416,1.3865,-0.083,0.0098,-0.1758,0.166,-0.0049,0.1758
1075,0,5.1163,0.0976,0.2734,-0.0439,1.2303,-0.2343,0.0098,-0.0342,0.1318,-0.0439,-0.1074
1076,0,5.1163,0.1562,0.1416,0.4345,0.9813,-0.1709,0,-0.0293,0.2002,-0.0391,-0.5175
1077,0,5.1163,0.1513,0.0586,0.5907,0.4687,-0.2246,-0.0195,0.1074,0.3124,-0.0732,-0.8739
1078,0,5.1163,0.1123,-0.0049,0.5956,0.0635,-0.166,0.0098,0.3271,0.1562,-0.122,-0.9129
1079,0,5.1163,0.083,0.0342,0.6737,0.0732,-0.0879,0.0049,0.2929,-0.1513,-0.1758,-0.6981
1080,0,5.1163,0.0879,0.0195,0.6493,0.1709,-0.0391,-0.0195,0.0195,-0.205,-0.2539,-0.2685
1081,0,5.1163,0.0049,-0.0293,0.5273,-0.205,0.1172,0,-0.0732,0.1806,-0.2099,0.6054
1082,0,5.1163,-0.0195,-0.0244,0.2539,-0.3661,0.1074,-0.0049,0.0195,0.5761,-0.1709,1.2303
1083,0,5.1163,0.0391,-0.0391,0.0244,-0.6737,0.0781,-0.0098,0.0635,0.3222,-0.1123,0.6151
1084,0,5.1163,-0.0049,-0.0391,-0.0732,-0.7958,0.2246,0.0146,0.0439,0.0732,-0.0391,-0.1172
1085,0,5.1163,-0.0928,-0.0586,-0.2148,-0.249,0.1562,-0.0049,0.0488,-0.1123,0.0635,-0.0928
1086,0,5.1163,-0.1367,-0.166,-0.3759,-0.2246,0.0683,0.0244,-0.0732,-0.3515,0.1562,-0.3613
1087,0,5.1163,-0.2246,-0.205,0.1025,-0.2099,0.2734,0,-0.1269,-0.2246,0.2392,-0.1513
1088,0,5.1163,-0.4247,-0.1367,-0.1709,-0.1172,0.1318,-0.0244,-0.0049,0.205,0.3173,0.4784
1089,0,5.1163,-0.3417,-0.1465,-1.157,-0.1367,0.1953,0.0195,0.0635,0.1416,0.2734,0.6005
1090,0,5.1163,-0.0976,-0.0391,-0.8495,-0.0879,0.4101,0.0391,0.083,0.0342,0.2343,0.3857
1091,0,5.1163,0.1074,0.1074,-0.0098,-0.0439,-0.1269,0.0732,0.0146,-0.1562,0.1318,-0.2587
1092,0,5.1163,0.2636,0.1123,0.3808,-0.0391,-0.5956,0.0635,-0.0439,-0.1269,0.0488,-0.4736
1093,0,5.1163,0.3466,0.083,-0.1513,-0.1465,-0.4589,0.0781,-0.0976,-0.2441,0.0244,-0.166
1094,0,5.1163,0.4687,0.0879,0.0049,-0.0293,-0.3417,0.0879,-0.0879,-0.1513,-0.0098,-0.1513
1095,0,5.1163,0.4003,0.0683,0.205,0.1074,-0.3515,0.0537,-0.0879,-0.0683,-0.0293,0.0342
1096,0,5.1163,0.2685,0.0488,0.3173,0.1758,-0.3222,0.0439,-0.122,-0.3808,-0.0244,0.122
1097,0,5.1163,0.1465,0.0488,0.4687,0.5321,-0.2343,0,-0.1465,-0.7128,0.0098,-0.0391
1098,0,5.1163,0.1025,-0.0293,0.1269,0.332,-0.1513,0.0195,-0.0586,-0.8934,-0.0049,-0.205
1099,0,5.1163,0.0391,-0.0879,-0.0049,-0.7421,0,0.0098,0.0049,-0.2685,-0.0244,-0.371
1100,0,5.1163,-0.083,-0.0049,-0.0049,-1.074,0.0537,-0.0683,0.1513,0.3515,0.0879,0.1806
1101,0,5.1163,-0.2295,-0.0342,-0.2539,0.6542,0.0586,-0.0928,0.1416,1.904,0.1904,0.8983
1102,0,5.1163,-0.1953,0.0391,-0.0928,0.9276,0.1709,-0.1025,-0.0391,1.4548,-0.1904,-0.166
1103,0,5.1163,-0.0683,0.1269,0.1318,0.0342,0.1806,-0.0049,-0.1025,0.8495,-0.4491,-1.8161
1104,0,5.1163,-0.0781,0.0537,0.0928,-0.6688,0.1709,0.0635,-0.0537,1.3718,-0.2783,-1.5964
1105,0,5.1163,-0.166,0.0342,0.0195,-0.332,0.2246,-0.0293,-0.0586,1.3767,-0.0537,-0.249
1106,0,5.1163,-0.1416,0.0244,-0.3027,0.1123,0.2099,-0.0732,-0.0586,0.8495,0.1562,0.8397
1107,0,5.1163,-0.1562,0.0195,-0.4443,0.6249,0.205,-0.0683,0.0781,-0.3027,0.1855,1.3084
1108,0,5.1163,-0.166,-0.0195,0.0293,0.4784,0.2343,-0.0195,0.1074,-1.489,0.1318,1.5134
1109,0,5.1163,-0.1611,-0.0732,0.5419,0.5224,0.0928,-0.0195,-0.0781,-1.0789,0.1465,1.1375
1110,0,5.1163,-0.0781,-0.0635,0.7714,0.8202,0.0146,-0.0781,-0.1123,-1.2205,0.1123,1.1668
1111,0,5.1163,-0.0049,-0.1025,0.3027,0.8055,-0.0244,-0.0391,-0.0049,-1.7282,0.0732,1.1912
1112,0,5.1163,0.0342,-0.1806,-0.1416,0.5224,0.0293,-0.0098,0.0683,-2.4605,0.0195,0.8739
1113,0,5.1163,0.0391,-0.1123,-0.288,-0.5468,0.2343,-0.0049,0.1709,-2.7779,-0.0732,-0.4101
1114,0,5.1163,-0.0635,-0.0586,-1.0252,-2.275,0.3417,0.0586,0.1611,-1.0399,-0.0683,-1.1522
1115,0,5.1163,-0.1806,-0.1758,-1.201,-0.9764,0.1855,0.0586,0.0683,0.5614,-0.0098,-1.157
1116,0,5.1163,-0.1416,-0.2148,-0.3466,0.5321,0.3076,-0.0244,0.0976,0.5028,0.1025,-0.8592
1117,0,5.1163,-0.0244,-0.1269,0.6737,0.4736,0.0732,-0.0586,0.0928,0.0537,0.122,-0.4443
1118,0,5.1163,0.2636,-0.205,1.4011,0.3759,-0.332,-0.0781,0.1074,0.537,0.1172,-0.1367
1119,0,5.1163,0.2246,-0.3027,0.7225,0.1806,-0.3515,0.0146,0.0488,0.7909,0.0537,-0.0049
1120,0,5.1163,0.1172,-0.3661,0.1172,0.0635,-0.2539,-0.0049,0.0098,1.6843,0.0488,0.1562
1121,0,5.1163,0.1172,0.0928,-0.5712,0.0488,-0.4833,0.0098,0.0098,1.9186,0.0391,-0.0781
1122,0,5.1163,0.2343,0.4687,-1.0545,0.0439,-0.2587,0.1074,-0.0879,0.4589,-0.0732,-0.454
1123,0,5.1163,0.1709,0.4736,-0.8739,-0.0342,-0.1269,0.0879,-0.1269,-0.8495,-0.0439,-0.3222
1124,0,5.1163,0.0098,0.4589,-0.6786,-0.1318,-0.2197,0.0244,-0.0976,0.1367,0.1025,0.0439
1125,0,5.1163,-0.083,0.4882,0.3808,-0.2246,-0.166,0.0049,-0.1367,-0.0342,-0.0244,-0.2343
1126,0,5.1163,0,0.2685,1.0447,-0.2783,0.0244,-0.0146,-0.1269,0.2295,-0.1953,-0.7616
1127,0,5.1163,-0.0586,-0.1025,1.4939,-0.249,0.0391,0,0.0439,3.7494,-0.1269,-0.9178
1128,0,5.1163,-0.1269,-0.1953,1.7429,-0.2197,-0.122,-0.0488,-0.0098,4.7795,-0.1123,-0.5517
1129,0,5.1163,0.0244,-0.2978,0.537,-0.1269,0.0683,-0.0635,-0.2587,2.9927,-0.1758,-0.0928
1130,0,5.1163,0.0488,-0.288,-1.0643,-0.0586,0.1855,-0.0098,-0.2002,0.7567,-0.2246,0.2539
1131,0,5.1163,0.0195,-0.1855,-1.6062,-0.0049,0.1025,-0.0293,-0.083,-1.157,-0.1709,0.6884
1132,0,5.1163,0,-0.0683,-1.0692,-0.0049,0.1806,-0.0391,-0.0537,-1.6404,0.1416,1.4451
1133,0,5.1163,-0.0683,0.0732,-0.2978,-0.0146,0.0537,-0.0146,0.0244,-2.8999,0.1367,1.5769
1134,0,5.1163,-0.0244,0.0146,-0.205,0.0342,0.1416,-0.0098,-0.0098,-3.8324,0.1074,1.5183
1135,0,5.1163,0.0391,-0.0488,-0.8788,0.0391,-0.0342,0.0391,0.0244,-3.3979,0.1318,0.7762
1136,0,5.1163,0.2246,0.0244,-0.249,0.0781,-0.0391,0.0195,0.2197,-2.3873,0.1758,0.122
1137,0,5.1163,0.3808,0.0928,0.371,0.1025,-0.0195,0.0537,0.4247,-2.0553,0.2295,-0.3466
1138,0,5.1163,0.1611,0.0781,0.0244,0.0683,0.0049,0.0635,0.3369,-0.5907,0.205,-0.4638
1139,0,5.1163,-0.0537,0.083,0.1513,0.0488,-0.0976,0.0293,0.0195,0.3661,0.166,-0.3173
1140,0,5.1163,-0.2099,0.0244,0.4784,0.0439,-0.0195,-0.0146,-0.0879,0.4345,0.1025,-0.4589
1141,0,5.1163,-0.3369,0,0.9032,0.1025,0.1758,-0.0342,-0.1123,0.3906,0.0879,-0.4833
1142,0,5.1163,-0.2783,-0.1318,1.0692,0.1513,0.2343,0,-0.1025,-0.4736,0.1269,-0.3857
