Frame,LFSW,RFSW,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EM10
1767,5.1163,5.1163,-0.537,1.0545,-1.4548,-0.0244,-0.5907,0.249,-0.0342,0.1465,0.0732,1.8015
1768,5.1163,5.1163,-0.1367,0.2099,0.4931,-0.2246,-0.2978,0.1416,-0.1172,0.1269,0.0342,2.6753
1769,5.1163,5.1163,-0.0586,-0.1758,1.118,-0.1904,-0.0635,0.0781,-0.0488,0.5858,0.0683,1.9967
1770,5.1163,5.1163,-0.0732,-0.2343,0.8153,0.3369,-0.083,0.083,-0.1611,-0.1123,0.0098,1.8698
1771,5.1163,5.1163,0.083,-0.4736,0.9422,0.2832,-0.1562,0.0049,-0.1953,-0.5468,-0.166,1.738
1772,5.1163,5.1163,0.2734,-0.4199,1.9723,0.3613,-0.2441,0.0098,-0.0293,-0.6786,-0.2343,-0.7567
1773,5.1163,5.1163,0.1172,-0.664,1.4109,0.2978,-0.166,0,0.0586,-0.7958,-0.2587,-1.4353
1774,5.1163,5.1163,0.0244,-0.5858,0.3466,1.074,0.1562,-0.0976,0.0195,-0.3417,-0.2197,-0.3369
1775,5.1163,5.1163,0.0781,-0.6786,-0.1562,0.9862,0.3076,-0.122,0.0342,-0.2343,-0.2197,-0.5028
1776,5.1163,5.1163,-0.1416,-0.7469,-1.0252,0.9422,0.664,-0.1562,0.1513,-0.6932,-0.2099,-1.4353
1777,5.1163,5.1163,-0.2929,-0.8153,-2.0651,0.9276,0.454,-0.0879,0.166,-0.6054,-0.1758,-1.6452
1778,5.1163,5.1163,-0.2685,-0.6591,-2.6021,0.7518,0.2539,-0.0391,0.0586,-0.1758,-0.1562,-0.9862
1779,5.1163,5.1163,-0.1611,-0.5077,-1.8796,0.5126,0.1904,-0.0537,0.0146,0.0976,-0.122,0.0098
1780,5.1163,5.1163,0.1562,0.166,-0.2148,0.4003,0.2148,-0.0976,0.0049,0.3661,-0.0146,0.4247
1781,5.1163,5.1163,0.0781,0.3271,0.332,0.1562,-0.2636,-0.1025,0.1611,0.4199,-0.0781,0.4101
1782,5.1163,5.1163,-0.0732,-0.0195,0.5956,0.0683,-0.1758,-0.0586,0.2783,0.4491,-0.122,0.5321
1783,5.1163,5.1163,0.1416,0.1318,-0.3369,0.1953,0.2148,-0.1074,0.498,0.3027,-0.1611,0.1172
1784,5.1163,5.1163,0.288,0.1562,-0.3027,0.1123,0.2685,-0.1074,0.3417,0.0098,-0.1709,-0.5565
1785,5.1163,5.1163,0.4003,0.2978,1.0203,0.0683,0.1904,-0.0488,0.083,0.0537,-0.1123,-0.9227
1786,5.1163,5.1163,0.3759,0.3954,0.7323,-0.1904,0.0586,0.0146,0.0391,0.1758,0,-0.8495
1787,5.1163,5.1163,0.3417,0.3661,0.371,-0.6444,0.0391,0.0732,-0.1074,0.1513,0.249,-0.0537
1788,5.1163,5.1163,0.1465,0.5126,0.6932,-0.6005,-0.205,0.1318,-0.1758,0.1611,0.288,0.0391
1789,5.1163,5.1163,-0.0342,0.5614,-0.0439,-0.4736,-0.4052,0.1416,-0.1416,0.1806,0.122,-0.6591
1790,5.1163,5.1163,-0.0635,0.1269,-0.2734,-0.4687,-0.4345,0.0928,-0.1172,0.205,0.1318,-0.5614
1791,5.1163,5.1163,-0.0098,-0.3954,-0.083,-0.4931,-0.2929,0.0732,-0.0439,0.1953,0.0732,0.3661
1792,5.1163,5.1163,0.0391,-0.5028,0.4247,-0.4394,-0.2734,0.0293,-0.0439,0.2978,0.0976,1.2303
1793,5.1163,5.1163,-0.0879,0.3661,0.5468,-0.3369,-0.166,-0.1074,-0.1953,0.122,0.1318,2.5142
1794,5.1163,5.1163,-0.0098,0.7762,1.1326,-0.1953,-0.1562,-0.1855,-0.1562,0.0488,0.0391,3.5248
1795,5.1163,5.1163,0.1172,1.2791,1.4255,-0.3808,-0.2539,-0.0146,-0.3124,0.1611,-0.0195,1.118
1796,5.1163,5.1163,-0.1416,1.7526,1.0936,-0.62,-0.1074,0.083,-0.581,0.0586,0.1465,-1.5037
1797,5.1163,5.1163,-0.2539,0.8397,0.5175,-0.3906,0.0244,0.1172,-0.3173,-0.2783,0.2197,-1.5037
1798,5.1163,5.1163,-0.1758,-0.6151,-0.1855,-0.0049,0.205,0.1074,0.1123,-0.6737,0.1367,-0.9862
1799,5.1163,5.1163,0.0195,-1.2156,-0.3564,0.0879,0.1123,0.0683,0.4491,-0.6493,0.2148,-1.2986
1800,5.1163,5.1163,0.0586,-1.4597,-0.7714,0.122,0.205,0.0098,1.0399,0.0635,0.3076,-1.7917
1801,5.1163,5.1163,-0.4394,-1.5866,-2.3238,0.0488,0.4833,0.0439,0.9618,0.4101,0.2295,-1.4353
1802,5.1163,5.1163,-0.4199,-0.9813,-1.2742,0.0342,0.2246,0.0635,0.1953,-0.1416,0.2441,-0.3466
1803,5.1163,5.1163,0.0342,-0.2099,-0.7616,-0.4491,0.0732,-0.0488,-0.4443,-0.7177,0.2295,0.1709
1804,5.1163,5.1163,0.1123,0.3613,-0.8543,0.0244,0.1025,-0.1562,-0.3564,-0.4345,0.1465,0.5468
1805,5.1163,5.1163,0.1025,0.9325,-0.1172,0.332,0,-0.122,-0.0732,-0.2246,-0.1025,0.8885
1806,5.1163,5.1163,0.205,0.9813,0.8251,0.2978,-0.1367,-0.0635,-0.4833,0.3857,-0.1513,0.8739
1807,5.1163,5.1163,0.1855,1.2693,1.4548,0.4052,-0.2246,-0.0195,-0.6054,0.4491,-0.166,-0.2099
1808,5.1163,5.1163,0.0781,1.1375,1.3767,0.3661,-0.1855,0.0635,-0.4882,0.2246,-0.3076,-1.1033
1809,0,5.1163,0.0293,0.6151,1.0887,0.0928,-0.2002,0.0683,-0.5224,-0.8543,-0.4052,-0.5517
1810,0,5.1163,0.0244,0.2002,0.6737,0.0586,-0.166,0.0293,-0.1709,-1.5427,-0.1758,0.581
1811,0,5.1163,-0.0391,-0.2392,0.2197,0.1074,-0.0195,-0.0635,0.0879,-0.4247,0.0146,0.8788
1812,0,5.1163,-0.1562,-0.5224,-0.4394,0.1172,0.0732,-0.1074,0.2246,2.2408,0.0732,0.6249
1813,0,5.1163,-0.2246,-0.6786,-0.6835,0.1074,0.1269,-0.0537,0.1758,2.8755,0.0391,0.4784
1814,0,5.1163,-0.166,-0.8153,-0.7274,0.0683,0.1904,-0.0195,0.0439,0.7518,-0.1806,0.3466
1815,0,5.1163,-0.0488,-0.9666,-0.5126,0,0.0098,0.0439,0.0635,-0.8543,-0.1855,0.4931
1816,0,5.1163,0.0537,-0.9276,0.6444,0.0244,-0.0928,0.0683,0.0879,-1.5476,-0.0928,0.2636
1817,0,5.1163,0.0732,-0.7225,0.0195,0.0342,0.0391,0.0439,0.1709,-0.7372,-0.0342,0.3759
1818,0,5.1163,0.0976,-0.5224,-0.5907,0.0537,0.0879,0.0195,0.2295,0.2978,0.1709,0.4491
1819,0,5.1163,0.0342,-0.4491,-0.4052,0.1269,0.1855,-0.0293,0.1416,0.0879,0.1904,0.3857
1820,0,5.1163,0.0683,-0.5224,-0.2099,0.1562,-0.083,0.0049,0.1611,0.2539,-0.0146,0.4247
1821,0,5.1163,0.0244,-0.3076,-0.5126,0.1513,0.122,0.0635,0.1172,0.2539,-0.083,-0.4638
1822,0,5.1163,-0.1855,-0.1074,-0.9178,0.1172,0.3857,0.0342,0.2392,-0.1611,-0.0732,-0.537
1823,0,5.1163,-0.1318,-0.3173,-0.6151,0.1123,0.166,0.0049,0.2002,-0.5907,0.0244,0.122
1824,0,5.1163,-0.0732,-0.4199,-0.6102,0.0537,-0.2099,0.0146,0.0879,-0.5077,-0.0683,-0.4296
1825,0,5.1163,-0.0586,-0.6347,-0.6932,0.0293,-0.2539,-0.0195,0.1855,-0.3222,-0.0537,-0.4882
1826,0,5.1163,-0.1123,-0.5712,-0.9325,-0.0098,0.0293,-0.0098,0.1318,-0.1318,-0.0732,-0.122
1827,0,5.1163,-0.1416,0.166,-0.2392,-0.0293,0.2099,-0.0732,0.1074,-0.0098,-0.0342,0.3564
1828,0,5.1163,0.3466,0.6981,1.2303,0.0586,0.2978,-0.1562,-0.1855,0.3076,0.0781,1.4402
1829,0,5.1163,0.4784,0.9862,1.0447,-0.0098,-0.1904,-0.0439,-0.2246,0.4491,0.0293,0.9618
1830,0,5.1163,0.3661,1.1766,0.6688,-0.1172,-0.2441,0.0976,-0.0928,0.0049,0.1123,-0.4589
1831,0,5.1163,0.3466,1.0496,0.6493,-0.1367,-0.205,0.1269,0.1904,-0.7762,0.2392,-1.0301
1832,0,5.1163,0.2685,1.0838,0.7811,-0.1709,-0.415,0.0732,0.1513,-0.1025,0.3271,-0.6591
1833,0,5.1163,0.1416,0.8836,0.7225,-0.1904,-0.3564,0.0586,-0.1367,0.7421,0.2539,-0.9715
1834,0,5.1163,0.0683,0.6444,0.498,-0.1758,-0.0439,0.0781,-0.4052,0.5565,0.166,-1.0838
1835,0,5.1163,0.0342,0.5858,0.537,-0.1123,0.3613,0.0342,-0.3515,0.0488,0.083,-0.7909
1836,0,5.1163,-0.0537,0.3613,0.3027,-0.1025,0.5565,-0.0098,-0.2099,-0.0391,-0.0195,-0.6688
1837,0,5.1163,-0.2148,0.0488,-0.2099,-0.1953,-0.0098,-0.0049,-0.0683,-0.4003,-0.1123,-0.2099
1838,0,5.1163,-0.2734,-0.1416,-0.288,-0.1465,-0.1611,0.0049,0,-0.7665,-0.0635,-0.1513
1839,0,5.1163,-0.2392,-0.1758,0.0098,-0.0781,-0.0146,-0.0391,-0.205,0.498,0.1172,-0.0049
1840,0,5.1163,-0.3173,-0.2002,-0.2734,-0.0391,-0.0146,-0.1416,-0.1904,3.2514,0.2929,0.0781
1841,0,5.1163,-0.2832,-0.1806,-0.537,-0.0293,-0.0488,-0.0879,-0.3808,2.6949,0.1806,-0.3222
1842,0,5.1163,-0.1953,-0.2343,-0.3417,-0.0732,-0.0928,0.0098,-0.3466,-1.3328,-0.1367,-0.3027
1843,0,5.1163,-0.083,-0.4784,-0.0635,-0.0049,-0.083,-0.0195,0.1806,-1.572,-0.2539,0.1611
1844,0,5.1163,-0.0049,-0.6542,0.1172,0.0683,-0.1611,-0.0293,0.6395,-0.0781,-0.2685,0.4101
1845,0,5.1163,-0.0195,-0.6347,0.1318,0.083,-0.0635,-0.0781,0.5956,0.6835,-0.2539,1.1473
1846,0,5.1163,-0.0586,-0.5614,-0.0391,0.0635,-0.0146,-0.0781,1.0594,1.406,-0.1465,1.4109
1847,0,5.1163,-0.0635,-0.3661,-0.1611,0.0098,0.1806,-0.0146,0.0244,0.3613,-0.0439,0.8446
1848,0,5.1163,0.0439,-0.3515,0.2734,0.083,0.4931,0.0342,-1.0106,-2.8169,-0.122,0.3515
1849,0,5.1163,0.0586,-0.2343,0.2587,0.122,0.4199,0.0244,-0.0879,-3.93,-0.0928,0.371
1850,0,5.1163,-0.0976,0.0439,-0.537,0.1172,0.3222,-0.0781,0.5468,-2.07,-0.0293,0.4589
1851,0,5.1163,-0.1513,-0.0439,-1.0399,0.083,0.1123,-0.0342,-0.371,-0.869,0.0683,0.415
1852,0,5.1163,-0.1074,0.0391,-1.0301,0.0537,-0.0635,0.0439,-0.1269,-0.0098,0.1269,0.3369
1853,0,5.1163,0,0.1318,-0.6591,0.0781,-0.1904,0.0244,0.166,-0.3808,0.1123,0.1611
1854,0,5.1163,0.1416,-0.0049,0.1758,0.1172,-0.3076,0.0586,-0.1855,0.0195,0.1611,-0.0537
1855,0,5.1163,0.2539,-0.1025,0.6347,0.1074,-0.2539,0.0293,-0.3661,0.8006,0.1513,-0.083
1856,0,5.1163,0.2636,-0.1562,0.8153,0.1123,-0.2246,0.0098,-0.2685,0.0928,0.1074,0.0146
1857,0,5.1163,0.3027,-0.0098,0.8348,0.083,-0.288,0.0488,-0.2587,-0.5077,0.1074,-0.0439
1858,0,5.1163,0.1758,0.2685,0.5077,0.0537,-0.2295,-0.0049,-0.1562,0.8299,0.1611,-0.0732
1859,0,5.1163,0,0.083,-0.1611,0.0391,-0.0635,-0.0049,0.0098,2.3287,0.1806,-0.2343
1860,0,5.1163,-0.0586,-0.249,-0.3613,0.0146,0.1416,0.0146,0.0049,2.0846,0.122,-0.498
1861,0,5.1163,-0.0195,-0.2343,-0.288,0.0342,0.2734,-0.0244,-0.0146,1.3865,0.0195,-0.664
1862,0,5.1163,0.0391,-0.371,-0.2685,-0.0049,0.2002,-0.0049,0.1318,-0.0098,-0.1025,-1.0008
1863,0,5.1163,0.0439,-0.4638,-0.4736,-0.0537,0.0146,0.0195,0.332,-0.4882,-0.1904,-0.7128
1864,0,5.1163,0.0391,-0.332,-0.4296,-0.083,-0.0586,0.0439,0.498,0.7714,-0.1465,-0.4491
1865,0,5.1163,-0.0098,0.3564,0.62,-0.0781,-0.1123,0.0537,0.5858,1.035,-0.0391,-0.0683
1866,0,5.1163,0.0488,0.9618,0.5175,0.0049,-0.0342,0.0195,0.1172,0.4491,-0.0976,0.5077
1867,0,5.1163,0.0244,0.6298,0.1562,-0.0439,-0.0146,0.0586,-0.0879,0.0683,-0.0537,0.3661
1868,0,5.1163,-0.0244,0.4784,0.1709,-0.0293,0.122,0.083,-0.166,-0.2587,0.0537,-0.6249
1869,0,5.1163,0.0244,0.4491,-0.3661,0.0146,0.1709,0.0732,-0.288,-0.5077,-0.0098,-0.703
1870,0,5.1163,-0.0244,0.2246,-0.8348,-0.1123,-0.0293,0.0635,-0.1513,-0.4296,0.0488,0.3857
1871,0,5.1163,-0.0928,0.0586,0.0537,-0.0976,-0.0635,-0.0049,-0.0195,-0.2246,0.1269,1.0057
1872,0,5.1163,-0.1758,-0.0146,-0.083,-0.083,-0.0732,-0.0683,0.5517,0.0537,0.0976,1.1717
1873,0,5.1163,-0.1611,-0.0537,0.2002,-0.4003,-0.0683,-0.0635,0.8739,0.2685,0.1074,0.9959
1874,0,5.1163,0.0244,-0.0928,0.5126,-0.1318,-0.0488,-0.0439,0.2002,-0.3076,0.083,0.0342
1875,0,5.1163,0.1074,-0.1367,0.6591,0.0635,0.0049,-0.0537,-0.2343,-1.0936,0.0244,-0.1709
1876,0,5.1163,0.0244,-0.1513,0.2929,0.0439,0.083,-0.0586,0.083,-0.8446,0.083,-0.3027
1877,0,5.1163,-0.0098,-0.1758,-0.0098,0.1269,0.2246,-0.0293,-0.1318,-0.2148,0.1953,-0.4052
1878,0,5.1163,0.0586,-0.1758,0.2539,0.1709,0.2587,-0.0098,-0.4833,-0.1416,0.1806,-0.5517
1879,0,5.1163,0.0342,-0.1855,0.0586,0.1562,0.083,-0.0293,-0.5663,-0.581,0.1318,-0.2392
1880,0,5.1163,-0.0195,-0.2343,-0.2343,0.0976,0.0146,-0.0195,-0.5663,-0.4638,-0.0879,-0.2002
1881,0,5.1163,-0.166,-0.2099,-0.6786,0.0195,0.0439,-0.0391,-0.3808,-0.0391,-0.2295,-0.3564
1882,0,5.1163,-0.2539,-0.2929,-0.6493,0.0537,0,-0.0049,-0.2832,-0.1806,-0.2539,-0.8202
1883,0,5.1163,-0.1416,-0.1855,-0.4443,0.0635,-0.0439,0.0635,-0.2148,-0.6054,-0.3369,-0.8836
1884,0,5.1163,-0.0635,-0.0049,-0.7177,-0.0098,-0.0342,0.0146,-0.0391,-0.6884,-0.2832,-0.2978
1885,0,5.1163,0.1269,-0.0439,-0.0586,-0.0586,-0.1123,-0.0342,0.0146,0.3564,-0.1904,0.4052
1886,0,5.1163,0.122,-0.0586,0.3515,0.0049,-0.205,-0.083,0,0.9325,-0.1904,0.7421
1887,0,5.1163,0.0928,0.0293,0.5028,0.0879,-0.0879,-0.083,0.083,1.2986,0.0439,1.1766
1888,0,5.1163,0.122,0.1123,0.9959,0.0586,0.122,-0.0635,0.122,-1.0155,0.1172,1.2791
1889,0,5.1163,0.0683,0.1269,0.786,-0.0195,-0.0732,-0.0537,0.1367,-1.3621,0.0732,1.3816
1890,0,5.1163,-0.0049,0.0244,0.1758,-0.0293,-0.1855,-0.0098,0.1269,0.8592,0.1855,1.2644
1891,0,5.1163,-0.0683,-0.0732,-0.0146,0,-0.0195,-0.0683,0.0683,2.236,0.3271,0.7811
1892,0,5.1163,-0.083,-0.0879,-0.4931,0.0293,0.1611,-0.0244,0.1953,1.2498,0.371,-0.0488
1893,0,5.1163,-0.0635,-0.2002,-0.3613,0.0683,0.2099,0.0537,0.2441,0.2734,0.2343,-0.8983
1894,0,5.1163,0.0244,-0.288,-0.3417,0.0635,0.1025,0.0732,0.1709,-0.581,0.0683,-1.6111
1895,0,5.1163,0.1318,-0.2148,-0.3613,0.0049,0.0098,0.1123,0.1611,-1.8893,0.2246,-1.3914
1896,0,5.1163,0.0635,0.1904,-0.2343,-0.0195,0.0488,0.0976,0.1269,-2.3434,-0.1074,-1.0887
1897,0,5.1163,0.083,0.205,-0.498,-0.0488,-0.1025,0.0781,0.122,-1.5134,-0.2441,0.083
1898,0,5.1163,-0.0342,0.2148,-0.3173,-0.1806,-0.205,0.0879,0.0293,1.24,-0.0732,0.0488
1899,0,5.1163,-0.0488,0.3173,0.166,-0.2685,-0.2197,-0.0049,0.0293,2.3141,-0.0586,-0.3222
1900,0,5.1163,-0.0098,0.249,0.1416,-0.332,-0.2441,-0.0342,-0.0391,1.8063,0.0293,-0.2441
1901,0,5.1163,0.0537,0.1709,0.2734,-0.3173,-0.1172,0.0146,-0.0732,0.0439,0.0586,-0.0439
1902,0,5.1163,0.1025,0.1611,0.2441,-0.1269,-0.0049,0.0342,0.0049,-0.9862,0.0683,0.0488
1903,0,5.1163,0.0342,0.1025,-0.166,0.1172,0.0928,0.0293,0.0146,-0.8202,-0.0537,0.2148
1904,0,5.1163,-0.0879,0.0195,-0.2685,0.3661,0.1416,0.0146,-0.0293,0.6786,-0.083,0.7518
1905,0,5.1163,-0.0928,-0.0342,0.1025,0.5126,0.0537,0.0195,-0.0488,0.8543,-0.0928,0.332
1906,0,5.1163,-0.0537,-0.1172,0.6444,0.3954,0,0.0244,-0.0537,0.3124,-0.1465,-0.2685
1907,0,5.1163,0.0098,-0.1416,1.0984,0.2343,-0.083,-0.0195,0,0.2002,0.0244,0.205
1908,0,5.1163,0.0586,-0.2197,0.5273,0.1416,-0.1611,0.0049,-0.0586,-0.5517,0.1416,0.3271
1909,0,5.1163,0.1025,-0.2148,0.2002,0.0488,-0.1709,0.0195,-0.0928,-1.0252,0.1074,0.2002
1910,0,5.1163,0.1367,-0.0683,-0.0391,-0.0195,0.0976,-0.0488,-0.1025,-0.3027,0.1123,0.4589
1911,0,5.1163,0.0195,0.0049,-0.6054,-0.0781,0.4199,-0.083,-0.1367,1.074,0.1806,0.6151
1912,0,5.1163,-0.1318,0.0244,-0.7714,-0.0342,0.5565,-0.083,-0.0439,0.869,0.1416,0.6981
1913,0,5.1163,-0.2002,-0.0586,-0.7714,-0.0635,0.3271,-0.0146,-0.0049,0.1953,0.0146,0.6786
1914,0,5.1163,-0.2148,-0.0342,-0.4833,-0.083,0.3954,0,-0.0488,-0.4491,-0.0537,0.4589
1915,0,5.1163,-0.0195,0.0635,-0.1855,-0.0732,0.2587,-0.0342,-0.0683,0.0586,0,-0.6005
1916,0,5.1163,0.0098,-0.0683,-0.4101,-0.1416,0.0098,0.0098,-0.0488,0.1074,0.0049,-1.1277
1917,0,5.1163,0.0293,-0.1074,-0.0049,-0.166,-0.0342,0,-0.0049,-0.2392,0,-0.8641
1918,0,5.1163,0.1465,-0.1269,0.3954,-0.083,-0.0195,-0.0439,-0.0049,0.2246,0.0146,-0.4833
1919,0,5.1163,0.0683,-0.2343,0.1806,-0.122,-0.1709,-0.0439,0.0195,0.3857,-0.0049,-0.6493
1920,0,5.1163,-0.0342,-0.3271,0.5077,-0.1416,-0.249,-0.0488,0.0683,-0.9764,-0.0683,-0.5028
1921,0,5.1163,-0.0293,-0.454,0.371,-0.1123,-0.1513,0.0098,0.0781,-1.3914,-0.0342,-0.3076
1922,0,5.1163,0.0146,-0.083,0.2441,-0.0879,-0.2929,0.0342,0.1025,-0.9276,0.0195,-0.0098
1923,0,5.1163,0.0488,0.3173,0.4247,-0.0195,-0.3564,-0.0244,0.0928,1.0301,0.1074,0.1025
1924,0,5.1163,0.1611,0.2636,0.371,-0.0146,-0.332,-0.0342,0.0293,1.489,0.0635,0.2246
1925,0,5.1163,0.1709,0.1806,0.5077,-0.0146,-0.1855,0.0146,-0.0537,0.0244,-0.0244,-0.0586
1926,0,5.1163,0.166,0.1367,-0.0439,0.0244,-0.0635,0.0879,-0.0635,-0.4589,-0.0586,0.0488
1927,0,5.1163,0.0391,0.0879,-0.4687,0.0342,-0.0342,0.0391,-0.0195,-0.3759,-0.1416,0.2539
1928,0,5.1163,-0.0049,0.1416,-0.3173,0.083,-0.0635,0.0049,0.0098,-0.4296,-0.1562,0.1806
1929,0,5.1163,-0.0244,0.0928,-0.3759,0.0732,-0.0488,0.0244,0.0293,-0.5077,-0.0537,-0.2148
1930,0,5.1163,-0.1318,0.0195,-0.3417,0.083,0.0049,-0.0098,0.0244,-0.4638,0.0098,-0.0488
1931,0,5.1163,-0.0879,0.0293,-0.0635,0.1513,0.1123,0.0098,-0.0049,-0.205,0.0488,0.3124
1932,0,5.1163,-0.1025,0.1269,-0.3515,0.0976,0.1562,0.0146,-0.0244,-0.0635,0.0293,0.5126
1933,0,5.1163,-0.1806,0.0488,-0.4101,0.0537,0.0293,-0.0342,0.0195,-0.2685,-0.0098,0.7274
1934,0,5.1163,-0.1465,-0.166,-0.1806,0.0586,0.0391,-0.0049,-0.0391,-0.786,0.0098,1.0252
1935,0,5.1163,-0.1172,-0.2392,0.1513,0.0683,0.0391,-0.0098,0.0537,-0.4247,-0.0146,0.4784
1936,0,5.1163,-0.0146,-0.2441,0.3759,0.0928,-0.0976,-0.0098,0.1611,0.9471,-0.0049,0.0537
1937,0,5.1163,-0.0928,-0.205,-0.1025,0.0244,-0.0244,0.0098,-0.0146,1.6111,0.0732,0.0439
1938,0,5.1163,-0.1074,-0.122,-0.0342,0.0488,0.2343,-0.0098,-0.1269,1.86,0.0976,0.0879
1939,0,5.1163,-0.0098,-0.1172,-0.2099,0.0635,0.3661,0.0146,-0.1513,0.7323,0.166,0
1940,0,5.1163,0.0293,0.1318,-0.6005,0.0439,0.3076,0.0195,-0.0683,-0.6298,0.083,-0.0635
1941,0,5.1163,0.122,0.2246,-0.1465,0.0879,0.205,0.0049,0.0342,-0.7372,0.0635,0.0683
1942,0,5.1163,0.166,0.1611,0.2148,0.0146,-0.0635,0.0342,0.0342,-0.9618,0.0635,-0.0879
1943,0,5.1163,0.2832,0.1123,0.8202,-0.0195,-0.371,0.0049,0.0732,-0.7811,0.0586,-0.3808
1944,0,5.1163,0.1904,0.1123,0.537,-0.0049,-0.498,0.0244,0.0732,0.3124,0.0049,-0.7177
1945,0,5.1163,0.0098,0.1123,-0.6981,-0.0488,-0.0244,0.0537,0.0342,0.8202,0.0342,-0.537
1946,0,5.1163,-0.1953,0.1806,-0.6591,0.0683,0.7811,-0.0293,-0.0195,1.2254,0.166,-0.3222
1947,0,5.1163,-0.2783,0.0683,0.5858,0.0391,0.5761,-0.0537,-0.0391,0.4101,0.1367,-0.3417
1948,0,5.1163,-0.3173,-0.1513,1.24,-0.0879,-0.1709,-0.0195,-0.0439,-0.0293,0.0293,-0.2148
1949,0,5.1163,-0.1562,-0.288,1.9284,-0.0732,-0.0098,-0.0635,-0.0928,-0.2197,0.0488,-0.0195
1950,0,5.1163,0.0537,-0.3759,0.9862,-0.083,0.1074,-0.0342,-0.0586,-0.537,-0.0146,0.0391
1951,0,5.1163,0.288,-0.5077,-1.3377,-0.1074,0.2099,0.0342,0.0586,-0.6493,-0.1269,0.1318
1952,0,5.1163,0.4736,-0.3808,-1.6941,-0.1513,-0.3466,0.1269,0.122,-0.8348,-0.1758,-0.0635
1953,0,5.1163,0.415,-0.0244,-1.24,-0.0879,-0.3808,0.0781,0.0976,-0.9325,-0.1318,-0.1904
1954,0,5.1163,0.2783,0.3857,-0.786,-0.0391,-0.3173,0.0488,0.0049,-0.6688,-0.0488,-0.0098
1955,0,5.1163,0.205,0.5126,-0.2148,-0.0439,-0.2002,0.0195,-0.0293,-0.2392,0.0293,0.1758
1956,0,5.1163,0.122,0.3027,-0.0293,-0.0488,-0.2148,-0.0439,-0.0049,0.2636,0.0146,-0.0683
1957,0,5.1163,-0.0635,0.1709,-0.1172,-0.0391,-0.1709,-0.0049,-0.0342,0.1562,-0.0146,-0.0488
1958,0,5.1163,-0.1904,0.1318,0.0928,-0.0293,-0.1025,-0.0293,-0.0879,-0.3954,-0.0098,0.6981
1959,0,5.1163,-0.2099,0.0293,0.2539,0.0098,0.0391,-0.0976,-0.0683,0.8348,0.0635,1.2107
1960,0,5.1163,-0.3222,-0.0293,-0.083,-0.0146,-0.0342,-0.0928,0.0439,3.2563,0.1416,1.1131
1961,0,5.1163,-0.2539,-0.0781,-0.0146,0,-0.0146,-0.0732,0.1074,2.7779,0.1074,0.4443
1962,0,5.1163,-0.0049,-0.166,0.4784,0.0244,0.0879,0,0,-0.1172,-0.1025,-0.8348
1963,0,5.1163,0.0342,-0.1465,0.7128,0.0195,0.166,0.0049,-0.0293,-1.2596,-0.1367,-1.8015
1964,0,5.1163,-0.0391,-0.1074,0.7714,0.0391,0.2441,-0.0195,0.0195,-0.6151,0.0049,-1.5964
1965,0,5.1163,-0.1172,-0.1855,0.8055,0.0488,0.2441,0.0146,-0.0244,-2.0797,0.0098,-0.5956
1966,0,5.1163,-0.2246,-0.1562,0.6493,0.0976,0.1367,-0.0488,-0.0439,-0.8348,0.0195,0.415
1967,0,5.1163,-0.3222,-0.1123,-0.0586,0.0586,0.1758,-0.0391,-0.1074,0.4443,0.0244,0.4833
1968,0,5.1163,-0.371,-0.1123,0.0293,-0.0195,0.0195,0.0146,-0.1611,-0.1611,-0.0195,0.4101
1969,0,5.1163,-0.0439,-0.0976,-0.288,0.0391,-0.122,0.0586,-0.0537,-0.869,0.0244,0.5224
1970,0,5.1163,0.249,-0.1318,-0.5419,0.0683,-0.3222,0.0879,0.0683,-1.0447,0.0635,0.3027
1971,0,5.1163,0.1513,-0.1367,-0.4491,0.0342,-0.3954,-0.0195,0.1074,0.6835,0.0879,0.4345
1972,0,5.1163,0.0244,-0.1318,-0.1172,0.0976,0.1562,-0.0781,0.0488,1.9626,0.1758,0.4931
1973,0,5.1163,0.0488,-0.1758,0.5175,0.1709,0.8592,-0.0781,-0.0781,0.3076,0.122,0.415
1974,0,5.1163,0.1172,-0.1025,0.371,0.1269,0.5663,-0.0635,-0.0391,-0.288,0.083,0.3613
1975,0,5.1163,0.0537,0.1562,-0.3857,0.0049,-0.0635,0.0488,0.0879,-0.6444,0.0781,0.2832
1976,0,5.1163,0.1904,0.166,-0.6493,-0.0683,-0.4052,0.0781,0.0976,-0.6932,0.0146,0.288
1977,0,5.1163,0.2636,0.2685,-1.2156,0.0049,-0.4052,0.0781,0.0976,0.3027,-0.0683,-0.0439
1978,0,5.1163,0.1513,0.2685,-0.8885,0,-0.371,0.0732,0.0537,-0.2636,-0.1611,-0.2685
1979,0,5.1163,0.0683,0.2148,-0.1953,0.0244,-0.2636,0.0342,-0.0586,-0.7714,-0.1074,-0.1465
1980,0,5.1163,-0.0683,0.1953,0.6005,0.0635,-0.0439,0.0146,-0.1269,-0.2392,0.0488,0.0391
1981,0,5.1163,-0.1562,0.122,1.5427,0.0293,0.1367,0,-0.0488,-0.1416,0.0342,-0.0537
1982,0,5.1163,0.0244,-0.0928,0.8983,-0.0488,0.0146,0.0049,0.0195,-0.9764,-0.0635,-0.1806
